UserId,NumPosts
14280101,2
14417953,8
12816428,2
8229214,2
14081530,3
14910076,16
11717203,9
13251447,10
13108684,6
13035389,2
13948527,3
14375921,2
14357071,4
14328381,2
12665683,2
10494211,2
12196277,2
11170347,2
13639272,3
12714129,3
13160162,3
14395847,7
8304162,2
12649786,8
13826963,2
12472072,2
12648159,2
12930433,19
13089617,2
13219972,2
5105638,4
8325806,1
8958120,3
14584727,2
12976999,3
11853011,1
13386674,3
13622761,13
7847058,2
13605321,1
13256874,4
13453438,2
12402613,2
7102977,2
12792806,1
13542937,5
13597468,2
5595003,5
14477908,2
14526095,2
14481267,2
14737464,22
12657595,2
11035227,6
12865645,2
13573043,2
13869434,2
13537603,1
12674792,6
12812303,6
10085610,15
13844105,9
14023300,5
4563681,3
14497383,2
12899453,3
14511282,8
13543147,2
13948103,2
10864144,2
12972385,2
13106182,2
12344915,1
14669933,3
13243456,3
10820591,3
9934913,2
14707572,2
14687344,3
13828654,2
14083552,9
14709266,5
11584944,2
13548162,2
10257133,2
14190037,2
13523665,3
14393818,2
7634870,9
12700664,4
8500295,2
10361438,1
13093997,3
14695331,2
12018173,4
12749550,4
13617505,1
12465743,2
14108583,8
14505963,2
13097115,14
13041362,10
11050737,3
13714887,5
13883749,4
12648914,1
12664572,7
13045844,2
13001890,3
6199517,5
13500637,9
14628038,4
11764947,2
14872716,34
12949435,7
12151491,3
13434858,4
14800696,2
13219123,15
13518818,3
6188038,2
13871247,7
13839875,6
14185300,2
13666256,4
14589093,2
13608352,3
3616203,2
13994407,2
8443420,2
14690213,2
11940111,2
13121947,14
13749621,4
14499948,4
13776511,1
12132997,2
14508104,2
7873123,4
8607840,7
13730392,2
2642158,1
14121537,5
14018778,3
14746718,2
14889064,5
13216774,3
12151471,1
13702170,5
9130947,4
7595295,2
13050422,3
12262805,6
13349811,4
12982893,2
13883951,3
14324575,1
12319961,10
14822543,2
12782617,7
4525014,1
13510033,3
2326144,1
14799520,2
8817372,3
13444471,5
13873084,2
5842000,2
13908012,2
13795089,64
12673778,10
14740821,2
13532622,1
13652681,6
9804758,5
13908069,6
13526892,4
9350465,4
13583195,2
13549433,5
11649477,8
12017457,2
11956301,2
12675934,5
13153301,2
13662000,2
13825730,2
13545576,3
14142375,4
14736105,16
10729483,2
14105024,10
11426384,4
13824261,19
12795692,5
13320959,2
13159927,6
12793611,1
12504309,2
13749573,2
13680206,2
13196336,7
13895868,27
12560044,2
14862990,2
12988951,2
12786296,13
7626453,2
13490487,3
12452077,3
11011232,3
14182997,3
14302415,6
13912464,3
14691662,2
14712236,3
14495331,3
3147808,3
12735888,2
13144587,3
13531812,4
12919829,2
6400184,3
14779543,4
13093114,7
14826196,8
13188809,6
10919617,4
14075869,11
12008531,1
13788137,2
12901361,3
12909302,2
13785227,3
12671173,7
14318258,3
14691554,8
14711964,19
13129952,2
11903590,2
13632243,2
14206733,9
14709098,9
8707331,14
12240911,2
10855422,2
13993008,2
13149231,2
7774745,2
13182543,2
13761817,5
3458042,3
12794904,6
13460665,24
13693255,17
13211348,2
14346232,19
12632112,3
12712368,2
13446787,3
3819002,2
13783281,2
9360177,3
14832079,3
11462894,2
13080085,2
13288255,2
13015029,2
13676985,3
12288929,10
9972525,20
14097032,2
12427665,7
6111757,1
13518605,11
12987939,4
13428222,2
12652351,2
13031525,1
13804866,16
13717134,4
12415598,7
9023487,1
5145784,2
13755217,2
14206768,6
14649082,4
14741952,2
12945780,2
6425914,4
13291296,9
9869398,2
10219563,2
14343771,2
14510616,5
13131395,2
13462408,3
13722294,3
12906855,2
13854911,1
13889870,2
13901036,16
14396570,2
13290239,3
14602126,5
14919398,3
12959675,5
13484635,3
13427208,4
5656721,2
10312610,2
13046236,3
12140364,5
14079922,3
5743406,4
12853499,2
13214080,3
13290753,2
13563465,2
13671759,7
12807430,6
14241518,4
14308854,3
14860051,4
14828610,2
14908685,10
7728224,2
13119116,9
11258669,2
14077303,5
13803302,4
12764559,3
10728891,6
13211975,4
10212919,3
13345441,3
13707667,2
2413984,2
13924270,3
11096880,28
12823559,2
11452930,3
7801262,3
13834842,3
14095062,2
11134379,4
14369127,2
5989141,2
12841258,1
9689400,2
13382159,10
13318436,45
12356730,2
11370908,6
14020792,6
13931742,15
14161919,3
14300035,2
14401012,11
13159222,4
12747057,3
11934215,1
14735183,4
12655336,1
12717289,3
12919450,9
13490000,7
13850111,10
14063225,1
14175776,3
14270733,4
14778027,10
12706439,4
10577844,2
12647825,1
13103978,2
11819740,6
13854241,3
13941393,2
14167985,2
14408650,4
10558979,2
14862982,2
12523067,2
13144733,1
2953010,5
13447200,2
13799817,5
14748279,2
9575184,2
8059181,5
9270923,2
14237675,8
13365362,1
14565698,3
13429685,6
13475776,5
13933781,8
14670763,6
12821358,6
13806522,3
14889779,3
14498257,3
12013932,6
12820161,1
13008856,2
13273099,4
13422681,2
13507173,2
10360353,2
14207208,18
13411470,2
11859951,4
12269459,6
14460512,3
13804181,4
13527775,7
13466514,21
13486841,2
14049072,8
14503853,4
12943667,4
13969075,3
8492591,2
14308836,2
7658723,4
12702136,2
12791863,9
13139879,5
5339501,2
9729927,6
13809494,3
14818384,3
10117806,2
13217139,5
13623325,15
2008917,2
14039437,2
12886120,1
12804793,3
12852710,3
10857507,8
13481690,6
13560258,2
13859378,2
14596897,7
14551683,2
11214617,4
12931795,2
12604683,3
5504078,3
11350681,5
13602298,2
1642483,2
12785042,2
13195898,2
10123927,2
13653327,1
13842541,2
10371155,8
14528468,4
7286078,7
8395635,2
12827821,4
13970753,1
14390087,6
14655413,2
14359966,3
12671812,1
12646643,4
13434764,2
14133686,8
14332900,3
10050805,4
13018518,2
7931113,3
11041929,5
14168216,2
10165556,2
13521063,5
14196705,1
14246744,2
13224286,2
14290764,6
14611312,3
7657360,4
13390926,6
13393729,1
13315786,1
13547204,13
13590771,9
12410321,2
12826618,4
13392078,1
13674308,3
13577995,4
14011203,2
14155553,2
10687962,9
5033118,1
12960704,3
5834867,2
9350074,2
11148792,2
14688201,2
12186401,2
13090426,2
14006808,1
14231705,2
9460578,4
14144723,2
12905119,2
13211417,5
10026663,5
13538804,2
13898430,2
14093710,2
12753911,2
12490837,2
13290168,2
10020745,2
13166037,3
9046247,86
10628853,20
5898014,2
13687251,2
13960797,3
9353316,3
13138524,2
14673619,2
14451683,6
14740823,4
12879801,2
13498354,3
13937281,2
14012993,5
12207781,5
12791640,2
13220906,1
10682610,3
13878975,2
13902491,10
13132638,21
13565941,1
13708824,2
8689362,6
13198029,4
12703515,8
10379608,7
12992799,2
12916014,12
8135143,2
4052776,2
14415487,2
14729366,3
13448176,2
2206089,1
9540653,4
7200997,4
12772417,2
12862954,8
12994477,2
13081249,3
13152323,21
13815587,53
14169745,4
3872584,2
14340067,2
14304462,2
14256659,1
14736224,3
13906718,17
8921167,3
14353384,3
14308068,2
12838957,2
9992861,5
14346719,2
13759144,22
14604463,1
12390989,1
13820892,4
9174194,2
13975188,3
12922396,2
13112303,2
13372940,2
10486215,2
13104622,7
11635356,15
14913263,1
13413967,5
11515216,10
13552175,3
13409883,3
7677746,13
14355995,4
9055493,2
13201453,15
13592634,2
11916322,4
13865794,2
14027655,20
12875691,5
13004861,16
13665272,2
14267641,3
10681272,4
14421634,14
12822310,13
12564764,3
14006017,1
13187710,2
14583676,6
13395305,2
14113641,2
10458136,3
14868887,10
12985340,2
12949919,2
13230217,2
12256545,64
9100122,3
12980065,3
14543254,3
13014357,4
13500779,3
13581555,4
11347694,3
13827345,8
14072128,4
13129471,9
14294439,4
9492792,2
12637109,2
11138449,2
11798228,3
13771827,1
12350246,2
14291946,3
12011538,2
14143586,6
12799705,2
13391270,1
14808361,3
13105016,1
13235938,3
12863722,3
14111222,4
14282561,3
14183634,4
14505783,2
14918802,3
9946422,3
13083164,1
12973219,2
13475566,3
9927739,2
13601581,2
8207243,6
14607727,1
8673915,15
10731144,2
12719309,19
5047004,4
2789896,2
14003715,1
7105708,4
10016527,2
14670703,2
13892061,3
13196109,1
13287507,3
13374027,4
13402326,2
13942607,2
14036477,4
14808419,2
2542380,2
14475364,14
13368788,15
14824310,4
13292056,3
13640392,3
3451004,4
12189208,3
11846282,2
13091246,2
13892972,5
11633894,11
13862695,21
13221592,3
12920468,3
13655964,10
13630098,3
13746312,11
9407078,6
13804872,2
11620833,2
12420361,3
14864295,4
12698018,2
13353346,2
13817041,6
14543929,3
12144034,3
14331341,14
4048023,4
12094927,2
8419985,3
10105083,6
13442292,7
13936337,3
14757985,3
14170138,5
14422763,2
14588611,3
6451827,2
13302706,3
10827944,5
14905860,2
12876750,28
3531830,4
12885480,6
12216309,3
13239592,3
13578359,2
14023943,3
13107809,16
12755918,5
13617060,2
13643490,4
13649465,4
12071143,5
11382982,2
9023357,7
12039781,3
13669434,2
13731422,2
13464449,7
14174712,3
12816091,2
12177169,2
14222345,4
12043420,3
12689348,2
12696802,3
12974724,3
13305777,2
13258136,5
11996067,2
13869049,5
14592815,2
6082981,4
13503057,2
13512108,3
14164249,6
14291434,10
12896695,10
12839851,9
13258507,1
13443198,4
12060884,2
8788141,2
12750694,1
11151357,2
13572958,51
9885998,5
9503461,2
11978960,2
13967821,2
12086908,2
14364224,4
14801709,4
12859477,3
12790825,2
13850625,3
11955459,3
14311188,2
14205571,2
14085925,3
12880485,6
13086624,2
13375214,2
12053941,3
12361612,6
6775159,4
13128723,2
13575480,3
13467004,2
13598104,12
6732821,2
13813503,17
14392164,12
13131515,3
13167849,8
13456766,2
13936312,5
2961693,3
4463373,1
12700732,5
13091704,2
12984604,4
13310879,2
13564162,2
13841680,2
13921280,3
13964484,5
14330034,2
14696518,4
13114403,2
13121381,10
13500672,1
13880676,2
12775207,2
7044222,2
14487425,17
12509384,8
11077173,1
12911727,2
13165003,3
13890547,3
14311759,2
14346982,3
8005343,2
10532960,1
13585074,2
13760671,20
12162618,4
12875981,5
8170073,7
12950250,2
12911109,3
11154909,2
14247565,4
12408257,2
12786236,16
13125340,2
13386158,3
11902748,2
12530091,2
13681630,2
12403147,2
14518931,3
14807009,2
5909766,7
11251744,2
13286699,6
12750580,2
13070356,5
14331198,2
12134787,3
2380252,43
14516213,5
12660380,2
1989444,2
13137824,4
1781479,2
13851760,2
6514165,2
12900824,8
6035728,3
13487945,6
12838126,5
13652558,4
14037472,10
11753469,2
14061717,3
7694583,3
14730793,2
14830711,2
14289685,2
11022495,3
13008974,3
5619936,9
13365712,2
13596434,2
2456744,2
17695562,2
14002559,18
14352161,36
14159826,2
13652023,5
6872009,2
9534532,3
14809285,2
14642604,1
13693170,3
13954939,3
13372799,4
12463464,3
14683488,6
10497428,4
13109391,3
13638848,2
14313785,4
10484780,5
13080374,3
10231266,69
13397005,4
13723680,2
13772710,2
13740204,2
14286920,2
14631450,14
14397386,3
8326634,3
8150796,2
13583316,2
11323371,32
13956140,2
8475178,3
13320628,3
13962302,2
12694923,3
12812985,33
10347820,2
12852253,5
12953521,2
13476592,3
13771942,2
13061967,2
12719153,7
10384385,1
11910928,4
14134157,2
14207620,2
2290180,3
14627587,107
9531023,8
13724011,3
3986908,2
3289762,2
14269879,3
12477416,3
13590226,3
13728415,2
14865663,2
3962870,2
12557235,28
13002497,1
6754240,3
13916323,2
13830944,7
14111960,3
10863012,4
14865210,5
14631885,82
12797202,3
12680309,1
13383951,4
9046131,8
11879806,3
13178965,2
13336138,2
13383016,2
2141497,1
13710330,3
13929917,2
14105261,11
14300971,6
14499960,16
10985578,2
6114709,5
13625244,3
14186559,1
11025517,18
6097309,2
13513616,2
13433842,12
11602803,4
14032986,8
4747426,7
14605666,2
12973821,2
12942065,5
13258480,2
13572364,5
13838141,3
13984611,3
13024737,2
12069301,2
13348447,2
8161576,3
12581619,2
7388882,2
12834195,5
13001673,2
13503276,2
13707372,12
13582512,4
14124340,1
13055225,2
12828306,11
5641329,2
13327339,2
13029649,4
12169662,4
9796331,4
14712856,4
14689651,2
7807595,2
13555409,3
10440205,3
8045363,6
12826063,2
12732391,7
5734400,1
11001682,3
14463147,2
12345367,4
12977605,6
5537598,2
9531818,2
14685989,3
13686235,5
13699106,7
12643522,3
13045870,5
13102287,2
13198718,2
13457080,4
13518205,8
11388253,3
14468152,3
14286706,6
14704567,2
9072452,4
14913466,4
12369844,6
10082024,13
13942038,2
9899606,7
14159342,2
13038735,2
14331410,4
11230821,3
11289072,1
2545335,1
13454288,5
13759720,10
14437529,3
12910800,1
13018955,5
8153391,2
10586886,2
13155816,22
13631873,6
13970218,2
14344285,6
6699926,2
14673921,3
14809944,5
12744146,2
12876574,3
11815081,2
14013767,6
14807318,7
7436861,6
11878675,2
13734453,2
12906896,4
12723913,2
13082880,1
14459005,2
11529057,6
12160530,2
5710288,2
13567921,2
11556549,3
12099396,2
13990793,5
14020017,1
13893800,5
14296867,2
14270910,7
11710258,2
14282765,2
14604050,25
12926563,1
13092911,2
13432447,6
13260788,3
8594030,4
13692211,7
13998664,3
12828197,3
13036573,2
12962859,6
13446826,3
13646497,3
13830122,2
12768454,5
14139286,2
14346962,3
11605908,11
13938941,9
14427976,2
10668611,2
13511861,2
12707193,3
8856980,2
13257346,2
13460955,2
13487227,12
13371578,6
10476238,7
14677661,2
10443260,2
13257368,2
13116638,3
13462159,2
13173874,2
14571624,5
13616193,4
14684195,13
14749751,2
12681348,3
10896385,12
9280118,2
12808652,2
13931826,3
14211147,3
6723574,2
11281776,2
13019156,1
9037533,5
9571243,2
13130352,4
13560778,2
12648429,5
13531467,25
13721980,5
13551706,2
12765921,3
14238016,2
14160278,3
14157372,2
7980147,1
14457952,4
12967967,3
12124880,4
11144539,5
12766588,3
14398166,3
14675108,2
12733324,3
13434957,1
14678196,2
14163032,5
12078895,2
12962033,6
12565365,2
13077244,6
13687169,4
10715796,6
5934449,16
13918580,5
13120695,5
12720305,2
5293039,1
14323384,2
12539953,8
13598111,7
13528237,3
13354255,2
13384064,3
13533632,2
13790655,2
14407529,2
9773662,14
12797847,15
12845832,3
13658717,4
9513906,8
14014320,2
14093865,3
14187389,24
3114531,2
14366729,13
14469017,2
12965003,3
10134163,3
14134785,4
11485794,8
14691631,2
13040002,2
10375261,13
14011369,3
13201588,3
13056832,5
13971636,2
12812748,2
1059349,2
5785696,4
12907324,5
11361246,2
12871266,3
13019063,5
13309858,3
13599058,3
14893439,19
13642649,2
12359654,4
14028188,2
14366996,2
14500333,9
14348201,5
10844020,2
4760009,4
13828466,2
14132074,2
12018827,3
14682737,11
12752740,3
12360022,3
12868352,2
10427541,2
8044134,2
3516349,4
7819677,16
12753446,4
13460611,6
9144963,3
13943763,2
14166186,2
14254587,14
14765187,2
2107992,2
12490424,10
13342264,2
8103036,6
13196605,2
14417149,5
14525822,6
14604911,2
1997325,4
12438296,1
13233662,5
13249425,5
13927120,2
2597962,1
13047132,2
10780016,2
13787275,4
14615160,2
14561546,3
12684312,1
12811732,1
8635638,3
9260955,2
13960351,2
14293436,4
14899874,3
12974337,3
14353062,20
11386799,18
14712187,2
13680210,2
8014576,3
2536665,5
13038831,25
10735665,3
11738091,1
12880778,3
9419391,2
14389508,3
14114621,6
14893345,9
10588963,1
12702931,2
13011195,22
13697345,15
12745180,4
14026495,3
11902547,2
14462373,4
14321066,2
8795140,9
12306552,3
12942319,5
13508437,2
13605648,8
13893712,2
14231620,5
13963796,3
3946367,4
8184401,2
12653332,2
13789806,2
14322931,17
12805809,9
11369939,3
13377568,5
13518826,6
12952572,2
12280979,2
9472445,3
2279729,2
13468139,1
12831446,2
12034228,6
13266502,3
13558721,2
11284958,3
13734357,3
13845270,3
14323015,2
12680199,8
13380648,14
12913203,2
14668540,14
13101997,3
7537658,3
12097632,2
13737289,2
13945347,1
12504575,1
14408889,2
7592515,24
7942089,2
12864577,2
13515754,3
13505461,1
13758583,6
10859523,2
14083017,3
6328167,9
12206310,2
14646450,2
11741056,1
7935919,5
13354282,56
13727654,2
6933272,6
13844710,2
10619431,7
14267546,19
14293145,6
12530147,2
12956072,4
13246147,1
13268984,3
13461917,3
13675194,4
13906349,3
14343015,5
13940541,2
13050431,4
13134414,14
13356448,2
13583738,2
1925191,2
14218319,12
14096029,3
11753888,4
13337777,3
13524649,4
13877913,2
13357920,3
14532086,4
11865673,12
9247858,2
12865781,6
12972718,2
14862883,2
14720407,14
8589676,3
14826008,4
14243667,2
12842244,2
12874217,3
12839236,6
12850666,1
14675033,4
12955240,7
12317053,3
14269499,15
7677937,3
13721013,3
13794072,9
8165732,3
13775118,8
12625136,4
13505863,5
14293345,2
14351544,3
12859071,1
13482504,2
13671069,2
14237261,7
13497478,4
12163930,3
14469644,2
14596787,3
14678425,6
14486133,18
10945995,4
12835966,6
7564910,3
13541842,3
13920651,3
9584426,6
4077737,9
13861956,2
14209120,1
5585294,3
13756629,2
13146988,9
14073291,4
13942152,3
11841173,2
14621428,6
14655289,2
14227074,2
13432106,2
14677070,3
13956293,3
11164270,2
13244311,3
14067947,5
13999819,2
7219440,3
14855795,2
14706200,2
14738716,3
14840005,2
10869314,2
9999638,1
13781872,8
14045160,2
10971487,2
14721299,5
9542491,19
13778241,8
12844099,2
13644535,4
14189889,2
13425531,2
14024329,3
14640439,3
8562586,5
12458709,5
12101395,5
13344996,4
13142253,3
13896650,3
10601983,4
14263097,3
12982119,2
12340505,9
8542588,15
12063304,4
6029562,3
14451475,3
1641876,2
14211625,17
12740189,4
14084166,2
14535521,3
12798752,2
7552799,5
12916230,2
13965075,5
14004275,2
14378609,7
14550307,4
12960701,6
13536673,13
14359631,5
6445783,2
12966938,2
8580499,1
13494891,5
13592681,2
13130178,2
14357578,2
8555403,6
12952609,18
12458151,3
11424518,2
7878456,6
9748472,3
13795545,28
14249371,2
14142231,9
12370979,3
13002697,1
7945817,1
13083854,11
12196445,1
11014573,4
12316411,2
13539576,2
14178736,10
3950167,2
3814890,2
13015218,3
12109077,1
10775449,5
13491221,10
13540756,2
14054193,4
14161997,17
13630540,3
14492520,5
13959504,2
12011325,3
12380007,1
13961241,1
14105144,1
13421755,4
14250819,2
5788934,2
10652829,2
12969378,2
9088848,4
8640917,2
14091306,23
14165022,2
6655151,3
13045305,1
9098988,3
13163034,5
12640642,6
12892281,3
12638083,4
13639205,2
14049617,6
14370454,3
13399969,3
13732093,6
13774778,3
14203847,2
14132104,37
9012834,4
10764315,6
14152578,2
7718833,8
9576460,4
12350752,2
14176199,2
14215564,1
14332075,5
14636287,3
14868468,22
14758022,4
12875880,4
9160930,2
8033600,11
10800413,2
14032714,2
12497744,6
11540794,4
13411099,2
13664054,11
13767395,2
14137382,2
14302036,2
14521100,2
8610491,15
12079148,4
13639857,2
10714503,3
7974638,2
12916676,1
12913725,2
13622671,4
13615155,6
11489441,2
14032500,4
14884137,2
12896073,4
13171009,2
13104536,11
13491649,22
12779513,4
14672100,4
12816505,3
11812655,5
12359695,1
14750002,5
11752173,5
12935189,3
13672435,2
14563586,3
14431926,2
12849369,8
12992721,3
13412629,3
13932768,5
12992198,4
13196834,2
13362510,5
11325258,2
12794557,2
13503148,8
13742694,6
13951963,26
14193319,2
14601307,2
14616597,3
12787936,107
12939431,2
1509038,6
5658298,2
11756820,8
12724628,4
13887387,13
3659629,2
7054844,6
11606062,1
13103979,10
13756956,3
13657719,2
14196242,2
5296598,3
14302268,2
14692126,3
12216487,2
13502022,1
14627525,2
14621473,2
10434583,4
14584049,3
5142617,4
13862289,10
14082409,2
11839633,2
13001971,2
13627572,2
13961376,2
9654501,3
11761706,4
14661433,4
8778454,2
12703983,1
11267755,5
13093530,2
8312713,3
13270258,1
9021423,7
4934877,3
2996947,2
7772459,2
14195918,4
7323505,3
13158157,6
5449822,3
4559313,3
13671041,1
4895290,2
